Sucursal,Fechas,Year_Month,FCC_y_m,Count_Clientes_Contrato,Count_Contratos,Cumsum_Count_Clientes_Contrato,Cumsum_Count_Contratos,FR_y_m,Count_Clientes_Retirados,Count_Retirados,Cumsum_Count_Clientes_Retirados,Cumsum_Count_Retirados,FS_y_m,Count_Clientes_Siniestros,Count_Siniestros,Cumsum_Count_Clientes_Siniestros,Cumsum_Count_Siniestros,Cantidad_Contratos_Final,Cantidad_Clientes_Final,Pop_Clientes,Proporción Población x Contrato
QUINDIO,2020-06-01,2020-06,2020-06,34.0,5.0,19045.0,3490.0,,0.0,0.0,,,2020-06,2.0,2.0,95.0,95.0,,,,6.8
QUINDIO,2020-07-01,2020-07,2020-07,26.0,4.0,19071.0,3494.0,2020-07,2.0,1.0,143.0,92.0,2020-07,2.0,2.0,97.0,97.0,3305.0,18831.0,0.17550847007593862,6.5
QUINDIO,2020-08-01,2020-08,2020-08,84.0,11.0,19155.0,3505.0,,0.0,0.0,,,2020-08,3.0,3.0,100.0,100.0,,,,7.636363636363637
QUINDIO,2020-09-01,2020-09,2020-09,235.0,31.0,19390.0,3536.0,2020-09,2.0,1.0,145.0,93.0,2020-09,2.0,2.0,102.0,102.0,3341.0,19143.0,0.17452854829441572,7.580645161290323
QUINDIO,2020-10-01,2020-10,2020-10,145.0,18.0,19535.0,3554.0,2020-10,3.0,2.0,148.0,95.0,2020-10,4.0,4.0,106.0,106.0,3353.0,19281.0,0.17390176858046782,8.055555555555555
QUINDIO,2020-11-01,2020-11,2020-11,194.0,27.0,19729.0,3581.0,2020-11,4.0,3.0,152.0,98.0,2020-11,1.0,1.0,107.0,107.0,3376.0,19470.0,0.1733949666153056,7.185185185185185
QUINDIO,2020-12-01,2020-12,2020-12,88.0,13.0,19817.0,3594.0,,0.0,0.0,,,2020-12,1.0,1.0,108.0,108.0,,,,6.769230769230769
QUINDIO,2021-01-01,2021-01,2021-01,118.0,23.0,19935.0,3617.0,2021-01,2.0,2.0,154.0,100.0,2021-01,5.0,5.0,113.0,113.0,3404.0,19668.0,0.17307301199918648,5.130434782608695
QUINDIO,2021-02-01,2021-02,2021-02,103.0,12.0,20038.0,3629.0,,0.0,0.0,,,2021-02,4.0,4.0,117.0,117.0,,,,8.583333333333334
QUINDIO,2021-03-01,2021-03,2021-03,22.0,4.0,20060.0,3633.0,,0.0,0.0,,,2021-03,2.0,2.0,119.0,119.0,,,,5.5
QUINDIO,2021-04-01,2021-04,,0.0,0.0,,,,0.0,0.0,,,2021-04,3.0,3.0,122.0,122.0,,,,
QUINDIO,2021-05-01,2021-05,,0.0,0.0,,,,0.0,0.0,,,2021-05,3.0,2.0,125.0,124.0,,,,
QUINDIO,2021-06-01,2021-06,,0.0,0.0,,,,0.0,0.0,,,2021-06,6.0,6.0,131.0,130.0,,,,
QUINDIO,2021-07-01,2021-07,,0.0,0.0,,,,0.0,0.0,,,2021-07,4.0,4.0,135.0,134.0,,,,
QUINDIO,2021-08-01,2021-08,,0.0,0.0,,,,0.0,0.0,,,2021-08,4.0,4.0,139.0,138.0,,,,
QUINDIO,2021-09-01,2021-09,,0.0,0.0,,,2021-09,3.0,2.0,157.0,102.0,2021-09,2.0,2.0,141.0,140.0,,,,
QUINDIO,2021-10-01,2021-10,,0.0,0.0,,,,0.0,0.0,,,2021-10,3.0,3.0,144.0,143.0,,,,
QUINDIO,2021-11-01,2021-11,,0.0,0.0,,,2021-11,6.0,1.0,163.0,103.0,,0.0,0.0,,,,,,
QUINDIO,2021-12-01,2021-12,,0.0,0.0,,,,0.0,0.0,,,2021-12,5.0,5.0,149.0,148.0,,,,
QUINDIO,2022-01-01,2022-01,,0.0,0.0,,,2022-01,1.0,1.0,164.0,104.0,2022-01,1.0,1.0,150.0,149.0,,,,
QUINDIO,2022-02-01,2022-02,,0.0,0.0,,,2022-02,2.0,2.0,166.0,106.0,2022-02,2.0,2.0,152.0,151.0,,,,
QUINDIO,2022-03-01,2022-03,,0.0,0.0,,,2022-03,3.0,2.0,169.0,108.0,2022-03,1.0,1.0,153.0,152.0,,,,
SANTANDER,2015-01-01,2015-01,2015-01,653.0,89.0,653.0,89.0,,0.0,0.0,,,,0.0,0.0,,,,,,7.337078651685394
SANTANDER,2015-02-01,2015-02,2015-02,660.0,86.0,1313.0,175.0,2015-02,1.0,1.0,1.0,1.0,,0.0,0.0,,,,,,7.674418604651163
SANTANDER,2015-03-01,2015-03,2015-03,618.0,83.0,1931.0,258.0,,0.0,0.0,,,,0.0,0.0,,,,,,7.445783132530121
SANTANDER,2015-04-01,2015-04,2015-04,770.0,89.0,2701.0,347.0,2015-04,5.0,1.0,6.0,2.0,,0.0,0.0,,,,,,8.651685393258427
SANTANDER,2015-05-01,2015-05,2015-05,468.0,59.0,3169.0,406.0,2015-05,1.0,1.0,7.0,3.0,,0.0,0.0,,,,,,7.932203389830509
SANTANDER,2015-06-01,2015-06,2015-06,596.0,72.0,3765.0,478.0,2015-06,1.0,1.0,8.0,4.0,,0.0,0.0,,,,,,8.277777777777779
SANTANDER,2015-07-01,2015-07,2015-07,683.0,88.0,4448.0,566.0,2015-07,1.0,1.0,9.0,5.0,2015-07,1.0,1.0,1.0,1.0,560.0,4438.0,0.12618296529968454,7.761363636363637
SANTANDER,2015-08-01,2015-08,2015-08,655.0,94.0,5103.0,660.0,2015-08,2.0,2.0,11.0,7.0,,0.0,0.0,,,,,,6.968085106382978
SANTANDER,2015-09-01,2015-09,2015-09,710.0,103.0,5813.0,763.0,2015-09,6.0,6.0,17.0,13.0,2015-09,2.0,2.0,3.0,3.0,747.0,5793.0,0.12894873122734335,6.893203883495145
SANTANDER,2015-10-01,2015-10,2015-10,737.0,96.0,6550.0,859.0,2015-10,3.0,2.0,20.0,15.0,,0.0,0.0,,,,,,7.677083333333333
SANTANDER,2015-11-01,2015-11,2015-11,474.0,59.0,7024.0,918.0,2015-11,4.0,4.0,24.0,19.0,2015-11,2.0,2.0,5.0,5.0,894.0,6995.0,0.12780557541100787,8.033898305084746
SANTANDER,2015-12-01,2015-12,2015-12,286.0,42.0,7310.0,960.0,,0.0,0.0,,,,0.0,0.0,,,,,,6.809523809523809
SANTANDER,2016-01-01,2016-01,2016-01,389.0,58.0,7699.0,1018.0,2016-01,3.0,3.0,27.0,22.0,,0.0,0.0,,,,,,6.706896551724138
SANTANDER,2016-02-01,2016-02,2016-02,559.0,82.0,8258.0,1100.0,2016-02,3.0,3.0,30.0,25.0,2016-02,1.0,1.0,6.0,6.0,1069.0,8222.0,0.13001702748722938,6.817073170731708
SANTANDER,2016-03-01,2016-03,2016-03,469.0,77.0,8727.0,1177.0,2016-03,4.0,4.0,34.0,29.0,2016-03,2.0,2.0,8.0,8.0,1140.0,8685.0,0.13126079447322972,6.090909090909091
SANTANDER,2016-04-01,2016-04,2016-04,498.0,80.0,9225.0,1257.0,2016-04,3.0,3.0,37.0,32.0,,0.0,0.0,,,,,,6.225
SANTANDER,2016-05-01,2016-05,2016-05,473.0,72.0,9698.0,1329.0,2016-05,9.0,9.0,46.0,41.0,2016-05,3.0,3.0,11.0,11.0,1277.0,9641.0,0.13245513950834975,6.569444444444445
SANTANDER,2016-06-01,2016-06,2016-06,473.0,69.0,10171.0,1398.0,2016-06,4.0,3.0,50.0,44.0,2016-06,2.0,2.0,13.0,13.0,1341.0,10108.0,0.13266719430154333,6.855072463768116
SANTANDER,2016-07-01,2016-07,2016-07,409.0,61.0,10580.0,1459.0,2016-07,2.0,2.0,52.0,46.0,2016-07,1.0,1.0,14.0,14.0,1399.0,10514.0,0.1330606809967662,6.704918032786885
SANTANDER,2016-08-01,2016-08,2016-08,524.0,77.0,11104.0,1536.0,2016-08,4.0,4.0,56.0,50.0,2016-08,1.0,1.0,15.0,15.0,1471.0,11033.0,0.1333272908547086,6.805194805194805
SANTANDER,2016-09-01,2016-09,2016-09,649.0,97.0,11753.0,1633.0,2016-09,5.0,3.0,61.0,53.0,2016-09,2.0,2.0,17.0,17.0,1563.0,11675.0,0.13387580299785867,6.690721649484536
SANTANDER,2016-10-01,2016-10,2016-10,585.0,83.0,12338.0,1716.0,2016-10,8.0,5.0,69.0,58.0,2016-10,1.0,1.0,18.0,18.0,1640.0,12251.0,0.13386662313280548,7.048192771084337
SANTANDER,2016-11-01,2016-11,2016-11,571.0,92.0,12909.0,1808.0,2016-11,3.0,2.0,72.0,60.0,,0.0,0.0,,,,,,6.206521739130435
SANTANDER,2016-12-01,2016-12,2016-12,400.0,111.0,13309.0,1919.0,2016-12,2.0,2.0,74.0,62.0,2016-12,4.0,4.0,22.0,22.0,1835.0,13213.0,0.1388783773556346,3.6036036036036037
SANTANDER,2017-01-01,2017-01,2017-01,416.0,68.0,13725.0,1987.0,,0.0,0.0,,,2017-01,3.0,3.0,25.0,25.0,,,,6.117647058823529
SANTANDER,2017-02-01,2017-02,2017-02,456.0,96.0,14181.0,2083.0,2017-02,2.0,2.0,76.0,64.0,2017-02,3.0,3.0,28.0,28.0,1991.0,14077.0,0.14143638559352134,4.75
SANTANDER,2017-03-01,2017-03,2017-03,788.0,256.0,14969.0,2339.0,2017-03,3.0,2.0,79.0,66.0,2017-03,6.0,6.0,34.0,34.0,2239.0,14856.0,0.15071351642434033,3.078125
SANTANDER,2017-04-01,2017-04,2017-04,582.0,191.0,15551.0,2530.0,,0.0,0.0,,,2017-04,5.0,5.0,39.0,39.0,,,,3.0471204188481678
SANTANDER,2017-05-01,2017-05,2017-05,860.0,159.0,16411.0,2689.0,2017-05,3.0,2.0,82.0,68.0,2017-05,3.0,3.0,42.0,42.0,2579.0,16287.0,0.1583471480321729,5.408805031446541
SANTANDER,2017-06-01,2017-06,2017-06,413.0,71.0,16824.0,2760.0,2017-06,2.0,1.0,84.0,69.0,2017-06,4.0,4.0,46.0,46.0,2645.0,16694.0,0.15844015814064932,5.816901408450704
SANTANDER,2017-07-01,2017-07,2017-07,628.0,161.0,17452.0,2921.0,2017-07,1.0,1.0,85.0,70.0,2017-07,4.0,4.0,50.0,50.0,2801.0,17317.0,0.16174857076860888,3.900621118012422
SANTANDER,2017-08-01,2017-08,2017-08,351.0,94.0,17803.0,3015.0,2017-08,3.0,3.0,88.0,73.0,2017-08,4.0,4.0,54.0,54.0,2888.0,17661.0,0.16352414925542155,3.734042553191489
SANTANDER,2017-09-01,2017-09,2017-09,1082.0,236.0,18885.0,3251.0,2017-09,1.0,1.0,89.0,74.0,2017-09,11.0,7.0,65.0,61.0,3116.0,18731.0,0.16635523997650953,4.584745762711864
SANTANDER,2017-10-01,2017-10,2017-10,853.0,169.0,19738.0,3420.0,,0.0,0.0,,,2017-10,3.0,3.0,68.0,64.0,,,,5.047337278106509
SANTANDER,2017-11-01,2017-11,2017-11,316.0,91.0,20054.0,3511.0,2017-11,1.0,1.0,90.0,75.0,2017-11,8.0,8.0,76.0,72.0,3364.0,19888.0,0.16914722445695898,3.4725274725274726
SANTANDER,2017-12-01,2017-12,2017-12,552.0,99.0,20606.0,3610.0,2017-12,2.0,1.0,92.0,76.0,2017-12,4.0,4.0,80.0,76.0,3458.0,20434.0,0.16922775765880396,5.575757575757576
SANTANDER,2018-01-01,2018-01,2018-01,349.0,72.0,20955.0,3682.0,2018-01,3.0,1.0,95.0,77.0,2018-01,3.0,3.0,83.0,79.0,3526.0,20777.0,0.16970688742359338,4.847222222222222
SANTANDER,2018-02-01,2018-02,2018-02,647.0,164.0,21602.0,3846.0,2018-02,3.0,2.0,98.0,79.0,2018-02,4.0,4.0,87.0,83.0,3684.0,21417.0,0.17201288695895783,3.9451219512195124
SANTANDER,2018-03-01,2018-03,2018-03,773.0,133.0,22375.0,3979.0,2018-03,2.0,2.0,100.0,81.0,2018-03,6.0,6.0,93.0,89.0,3809.0,22182.0,0.17171580560815075,5.81203007518797
SANTANDER,2018-04-01,2018-04,2018-04,694.0,92.0,23069.0,4071.0,2018-04,1.0,1.0,101.0,82.0,2018-04,5.0,5.0,98.0,94.0,3895.0,22870.0,0.17031045037166595,7.543478260869565
SANTANDER,2018-05-01,2018-05,2018-05,1062.0,267.0,24131.0,4338.0,2018-05,3.0,3.0,104.0,85.0,2018-05,10.0,5.0,108.0,99.0,4154.0,23919.0,0.17366946778711484,3.9775280898876404
SANTANDER,2018-06-01,2018-06,2018-06,751.0,166.0,24882.0,4504.0,2018-06,2.0,2.0,106.0,87.0,2018-06,3.0,3.0,111.0,102.0,4315.0,24665.0,0.17494425299006688,4.524096385542169
SANTANDER,2018-07-01,2018-07,2018-07,661.0,121.0,25543.0,4625.0,,0.0,0.0,,,2018-07,4.0,4.0,115.0,106.0,,,,5.462809917355372
SANTANDER,2018-08-01,2018-08,2018-08,1194.0,190.0,26737.0,4815.0,2018-08,4.0,2.0,110.0,89.0,2018-08,5.0,5.0,120.0,111.0,4615.0,26507.0,0.1741049534085336,6.28421052631579
