Sucursal,Fechas,Year_Month,FCC_y_m,Count_Clientes_Contrato,Count_Contratos,Cumsum_Count_Clientes_Contrato,Cumsum_Count_Contratos,FR_y_m,Count_Clientes_Retirados,Count_Retirados,Cumsum_Count_Clientes_Retirados,Cumsum_Count_Retirados,FS_y_m,Count_Clientes_Siniestros,Count_Siniestros,Cumsum_Count_Clientes_Siniestros,Cumsum_Count_Siniestros,Cantidad_Contratos_Final,Cantidad_Clientes_Final,Pop_Clientes,Proporción Población x Contrato
ANTIOQUIA,2015-10-01,2015-10,2015-10,649.0,134.0,6816.0,1225.0,2015-10,1.0,1.0,27.0,14.0,2015-10,1.0,1.0,4.0,4.0,1207.0,6785.0,0.17789240972733972,4.843283582089552
ANTIOQUIA,2015-11-01,2015-11,2015-11,390.0,63.0,7206.0,1288.0,2015-11,3.0,3.0,30.0,17.0,2015-11,1.0,1.0,5.0,5.0,1266.0,7171.0,0.17654441500488077,6.190476190476191
ANTIOQUIA,2015-12-01,2015-12,2015-12,958.0,201.0,8164.0,1489.0,2015-12,2.0,2.0,32.0,19.0,,0.0,0.0,,,,,,4.766169154228856
ANTIOQUIA,2016-01-01,2016-01,2016-01,959.0,159.0,9123.0,1648.0,2016-01,3.0,3.0,35.0,22.0,,0.0,0.0,,,,,,6.031446540880503
ANTIOQUIA,2016-02-01,2016-02,2016-02,607.0,125.0,9730.0,1773.0,2016-02,8.0,8.0,43.0,30.0,2016-02,1.0,1.0,6.0,6.0,1737.0,9681.0,0.17942361326309267,4.856
ANTIOQUIA,2016-03-01,2016-03,2016-03,430.0,86.0,10160.0,1859.0,2016-03,3.0,3.0,46.0,33.0,2016-03,1.0,1.0,7.0,7.0,1819.0,10107.0,0.1799742752547739,5.0
ANTIOQUIA,2016-04-01,2016-04,2016-04,672.0,212.0,10832.0,2071.0,2016-04,1.0,1.0,47.0,34.0,,0.0,0.0,,,,,,3.169811320754717
ANTIOQUIA,2016-05-01,2016-05,2016-05,580.0,111.0,11412.0,2182.0,2016-05,1.0,1.0,48.0,35.0,2016-05,1.0,1.0,8.0,8.0,2139.0,11356.0,0.18835857696371963,5.225225225225225
ANTIOQUIA,2016-06-01,2016-06,2016-06,797.0,159.0,12209.0,2341.0,2016-06,3.0,3.0,51.0,38.0,2016-06,2.0,2.0,10.0,10.0,2293.0,12148.0,0.18875535067500823,5.012578616352202
ANTIOQUIA,2016-07-01,2016-07,2016-07,461.0,151.0,12670.0,2492.0,2016-07,1.0,1.0,52.0,39.0,2016-07,1.0,1.0,11.0,11.0,2442.0,12607.0,0.19370191163639247,3.052980132450331
ANTIOQUIA,2016-08-01,2016-08,2016-08,731.0,177.0,13401.0,2669.0,2016-08,3.0,3.0,55.0,42.0,2016-08,1.0,1.0,12.0,12.0,2615.0,13334.0,0.19611519424028798,4.129943502824859
ANTIOQUIA,2016-09-01,2016-09,2016-09,497.0,175.0,13898.0,2844.0,2016-09,4.0,3.0,59.0,45.0,,0.0,0.0,,,,,,2.84
ANTIOQUIA,2016-10-01,2016-10,2016-10,355.0,96.0,14253.0,2940.0,2016-10,4.0,3.0,63.0,48.0,2016-10,3.0,3.0,15.0,15.0,2877.0,14175.0,0.20296296296296296,3.6979166666666665
ANTIOQUIA,2016-11-01,2016-11,2016-11,277.0,83.0,14530.0,3023.0,2016-11,13.0,10.0,76.0,58.0,,0.0,0.0,,,,,,3.3373493975903616
ANTIOQUIA,2016-12-01,2016-12,2016-12,417.0,89.0,14947.0,3112.0,2016-12,1.0,1.0,77.0,59.0,,0.0,0.0,,,,,,4.685393258426966
ANTIOQUIA,2017-01-01,2017-01,2017-01,298.0,101.0,15245.0,3213.0,2017-01,4.0,4.0,81.0,63.0,2017-01,1.0,1.0,16.0,16.0,3134.0,15148.0,0.20689199894375496,2.9504950495049505
ANTIOQUIA,2017-02-01,2017-02,2017-02,433.0,93.0,15678.0,3306.0,2017-02,1.0,1.0,82.0,64.0,2017-02,1.0,1.0,17.0,17.0,3225.0,15579.0,0.2070094357789332,4.655913978494624
ANTIOQUIA,2017-03-01,2017-03,2017-03,508.0,107.0,16186.0,3413.0,2017-03,5.0,3.0,87.0,67.0,,0.0,0.0,,,,,,4.747663551401869
ANTIOQUIA,2017-04-01,2017-04,2017-04,297.0,43.0,16483.0,3456.0,2017-04,4.0,3.0,91.0,70.0,2017-04,1.0,1.0,18.0,18.0,3368.0,16374.0,0.205691950653475,6.906976744186046
ANTIOQUIA,2017-05-01,2017-05,2017-05,379.0,87.0,16862.0,3543.0,2017-05,8.0,5.0,99.0,75.0,2017-05,1.0,1.0,19.0,19.0,3449.0,16744.0,0.2059842331581462,4.35632183908046
ANTIOQUIA,2017-06-01,2017-06,2017-06,663.0,400.0,17525.0,3943.0,2017-06,2.0,2.0,101.0,77.0,2017-06,2.0,2.0,21.0,21.0,3845.0,17403.0,0.22093891857725678,1.6575
ANTIOQUIA,2017-07-01,2017-07,2017-07,724.0,220.0,18249.0,4163.0,,0.0,0.0,,,2017-07,3.0,3.0,24.0,24.0,,,,3.290909090909091
ANTIOQUIA,2017-08-01,2017-08,2017-08,652.0,150.0,18901.0,4313.0,2017-08,7.0,3.0,108.0,80.0,2017-08,4.0,4.0,28.0,28.0,4205.0,18765.0,0.22408739674926725,4.346666666666667
ANTIOQUIA,2017-09-01,2017-09,2017-09,819.0,212.0,19720.0,4525.0,2017-09,3.0,3.0,111.0,83.0,2017-09,1.0,1.0,29.0,29.0,4413.0,19580.0,0.22538304392236977,3.8632075471698113
ANTIOQUIA,2017-10-01,2017-10,2017-10,567.0,143.0,20287.0,4668.0,2017-10,2.0,2.0,113.0,85.0,2017-10,3.0,3.0,32.0,32.0,4551.0,20142.0,0.22594578492701817,3.965034965034965
ANTIOQUIA,2017-11-01,2017-11,2017-11,605.0,174.0,20892.0,4842.0,2017-11,3.0,3.0,116.0,88.0,2017-11,3.0,3.0,35.0,35.0,4719.0,20741.0,0.22752037028108577,3.4770114942528734
ANTIOQUIA,2017-12-01,2017-12,2017-12,461.0,268.0,21353.0,5110.0,2017-12,5.0,5.0,121.0,93.0,2017-12,3.0,3.0,38.0,38.0,4979.0,21194.0,0.23492497876757573,1.7201492537313432
ANTIOQUIA,2018-01-01,2018-01,2018-01,268.0,84.0,21621.0,5194.0,2018-01,1.0,1.0,122.0,94.0,2018-01,1.0,1.0,39.0,39.0,5061.0,21460.0,0.23583410997204102,3.1904761904761907
ANTIOQUIA,2018-02-01,2018-02,2018-02,403.0,137.0,22024.0,5331.0,2018-02,1.0,1.0,123.0,95.0,2018-02,1.0,1.0,40.0,40.0,5196.0,21861.0,0.23768354604089476,2.9416058394160585
ANTIOQUIA,2018-03-01,2018-03,2018-03,826.0,173.0,22850.0,5504.0,2018-03,7.0,4.0,130.0,99.0,2018-03,3.0,3.0,43.0,43.0,5362.0,22677.0,0.23645102967764695,4.77456647398844
ANTIOQUIA,2018-04-01,2018-04,2018-04,1250.0,550.0,24100.0,6054.0,2018-04,11.0,7.0,141.0,106.0,2018-04,5.0,5.0,48.0,48.0,5900.0,23911.0,0.24674835849608967,2.272727272727273
ANTIOQUIA,2018-05-01,2018-05,2018-05,2382.0,488.0,26482.0,6542.0,2018-05,6.0,3.0,147.0,109.0,2018-05,3.0,3.0,51.0,51.0,6382.0,26284.0,0.24280931365089028,4.881147540983607
ANTIOQUIA,2018-06-01,2018-06,2018-06,1914.0,334.0,28396.0,6876.0,2018-06,5.0,2.0,152.0,111.0,2018-06,5.0,5.0,56.0,56.0,6709.0,28188.0,0.23800908187881367,5.730538922155689
ANTIOQUIA,2018-07-01,2018-07,2018-07,1550.0,305.0,29946.0,7181.0,2018-07,7.0,5.0,159.0,116.0,,0.0,0.0,,,,,,5.081967213114754
ANTIOQUIA,2018-08-01,2018-08,2018-08,3406.0,668.0,33352.0,7849.0,2018-08,582.0,226.0,741.0,342.0,2018-08,6.0,6.0,62.0,62.0,7445.0,32549.0,0.22873206550124428,5.098802395209581
ANTIOQUIA,2018-09-01,2018-09,2018-09,2122.0,633.0,35474.0,8482.0,2018-09,25.0,13.0,766.0,355.0,2018-09,4.0,4.0,66.0,66.0,8061.0,34642.0,0.23269441718145603,3.352290679304897
ANTIOQUIA,2018-10-01,2018-10,2018-10,1662.0,500.0,37136.0,8982.0,2018-10,15.0,11.0,781.0,366.0,2018-10,3.0,3.0,69.0,69.0,8547.0,36286.0,0.23554538940638262,3.324
ANTIOQUIA,2018-11-01,2018-11,2018-11,1060.0,382.0,38196.0,9364.0,2018-11,10.0,8.0,791.0,374.0,2018-11,9.0,9.0,78.0,78.0,8912.0,37327.0,0.2387547887588073,2.774869109947644
ANTIOQUIA,2018-12-01,2018-12,2018-12,1523.0,412.0,39719.0,9776.0,2018-12,5.0,3.0,796.0,377.0,2018-12,4.0,4.0,82.0,82.0,9317.0,38841.0,0.2398753894080997,3.6966019417475726
ANTIOQUIA,2019-01-01,2019-01,2019-01,410.0,71.0,40129.0,9847.0,2019-01,9.0,2.0,805.0,379.0,2019-01,4.0,4.0,86.0,86.0,9382.0,39238.0,0.23910494928385748,5.774647887323944
ANTIOQUIA,2019-02-01,2019-02,2019-02,829.0,131.0,40958.0,9978.0,2019-02,9.0,5.0,814.0,384.0,2019-02,8.0,8.0,94.0,94.0,9500.0,40050.0,0.23720349563046192,6.32824427480916
ANTIOQUIA,2019-03-01,2019-03,2019-03,1043.0,213.0,42001.0,10191.0,2019-03,2.0,2.0,816.0,386.0,2019-03,6.0,6.0,100.0,100.0,9705.0,41085.0,0.2362175976633808,4.896713615023474
ANTIOQUIA,2019-04-01,2019-04,2019-04,287.0,69.0,42288.0,10260.0,2019-04,10.0,4.0,826.0,390.0,2019-04,3.0,3.0,103.0,103.0,9767.0,41359.0,0.23615174448124954,4.159420289855072
ANTIOQUIA,2019-05-01,2019-05,2019-05,378.0,112.0,42666.0,10372.0,2019-05,1.0,1.0,827.0,391.0,2019-05,6.0,6.0,109.0,109.0,9872.0,41730.0,0.23656841600766834,3.375
ANTIOQUIA,2019-06-01,2019-06,2019-06,215.0,28.0,42881.0,10400.0,2019-06,5.0,4.0,832.0,395.0,2019-06,6.0,6.0,115.0,115.0,9890.0,41934.0,0.23584680688701293,7.678571428571429
ANTIOQUIA,2019-07-01,2019-07,2019-07,262.0,82.0,43143.0,10482.0,2019-07,14.0,9.0,846.0,404.0,2019-07,8.0,8.0,123.0,123.0,9955.0,42174.0,0.23604590505998957,3.1951219512195124
ANTIOQUIA,2019-08-01,2019-08,2019-08,662.0,101.0,43805.0,10583.0,2019-08,1.0,1.0,847.0,405.0,2019-08,8.0,8.0,131.0,131.0,10047.0,42827.0,0.23459499848226587,6.554455445544554
ANTIOQUIA,2019-09-01,2019-09,2019-09,313.0,55.0,44118.0,10638.0,2019-09,3.0,3.0,850.0,408.0,2019-09,4.0,4.0,135.0,135.0,10095.0,43133.0,0.234043539749148,5.6909090909090905
ANTIOQUIA,2019-10-01,2019-10,2019-10,450.0,53.0,44568.0,10691.0,2019-10,11.0,7.0,861.0,415.0,2019-10,10.0,10.0,145.0,145.0,10131.0,43562.0,0.23256507965658144,8.49056603773585
ANTIOQUIA,2019-11-01,2019-11,2019-11,237.0,55.0,44805.0,10746.0,2019-11,2.0,2.0,863.0,417.0,2019-11,4.0,4.0,149.0,149.0,10180.0,43793.0,0.23245724202498116,4.3090909090909095
ANTIOQUIA,2019-12-01,2019-12,2019-12,175.0,34.0,44980.0,10780.0,2019-12,15.0,9.0,878.0,426.0,2019-12,8.0,8.0,157.0,157.0,10197.0,43945.0,0.23204005006257822,5.147058823529412
ANTIOQUIA,2020-01-01,2020-01,2020-01,232.0,54.0,45212.0,10834.0,2020-01,3.0,1.0,881.0,427.0,2020-01,2.0,2.0,159.0,159.0,10248.0,44172.0,0.23200217332246673,4.296296296296297
ANTIOQUIA,2020-02-01,2020-02,2020-02,406.0,60.0,45618.0,10894.0,2020-02,6.0,3.0,887.0,430.0,2020-02,5.0,5.0,164.0,164.0,10300.0,44567.0,0.23111270671124373,6.766666666666667
ANTIOQUIA,2020-03-01,2020-03,2020-03,296.0,45.0,45914.0,10939.0,2020-03,7.0,6.0,894.0,436.0,2020-03,6.0,6.0,170.0,170.0,10333.0,44850.0,0.23039018952062432,6.5777777777777775
ANTIOQUIA,2020-04-01,2020-04,2020-04,248.0,43.0,46162.0,10982.0,,0.0,0.0,,,2020-04,7.0,7.0,177.0,177.0,,,,5.767441860465116
ANTIOQUIA,2020-05-01,2020-05,2020-05,400.0,56.0,46562.0,11038.0,,0.0,0.0,,,2020-05,2.0,2.0,179.0,179.0,,,,7.142857142857143
ANTIOQUIA,2020-06-01,2020-06,2020-06,335.0,46.0,46897.0,11084.0,2020-06,2.0,2.0,896.0,438.0,2020-06,6.0,6.0,185.0,185.0,10461.0,45816.0,0.22832634887375589,7.282608695652174
ANTIOQUIA,2020-07-01,2020-07,2020-07,284.0,45.0,47181.0,11129.0,2020-07,10.0,5.0,906.0,443.0,2020-07,3.0,3.0,188.0,188.0,10498.0,46087.0,0.2277865775598325,6.311111111111111
ANTIOQUIA,2020-08-01,2020-08,2020-08,374.0,56.0,47555.0,11185.0,2020-08,3.0,2.0,909.0,445.0,2020-08,7.0,7.0,195.0,195.0,10545.0,46451.0,0.2270134119825192,6.678571428571429
ANTIOQUIA,2020-09-01,2020-09,2020-09,297.0,52.0,47852.0,11237.0,,0.0,0.0,,,2020-09,7.0,7.0,202.0,202.0,,,,5.711538461538462
ANTIOQUIA,2020-10-01,2020-10,2020-10,903.0,166.0,48755.0,11403.0,2020-10,17.0,7.0,926.0,452.0,2020-10,9.0,9.0,211.0,211.0,10740.0,47618.0,0.22554496198916377,5.4397590361445785
ANTIOQUIA,2020-11-01,2020-11,2020-11,373.0,50.0,49128.0,11453.0,2020-11,2.0,1.0,928.0,453.0,2020-11,12.0,12.0,223.0,223.0,10777.0,47977.0,0.2246284678074911,7.46
ANTIOQUIA,2020-12-01,2020-12,2020-12,237.0,29.0,49365.0,11482.0,2020-12,1.0,1.0,929.0,454.0,2020-12,10.0,10.0,233.0,233.0,10795.0,48203.0,0.2239487168848412,8.172413793103448
ANTIOQUIA,2021-01-01,2021-01,2021-01,201.0,32.0,49566.0,11514.0,,0.0,0.0,,,2021-01,12.0,12.0,245.0,245.0,,,,6.28125
ANTIOQUIA,2021-02-01,2021-02,2021-02,1047.0,206.0,50613.0,11720.0,2021-02,1.0,1.0,930.0,455.0,2021-02,11.0,10.0,256.0,255.0,11010.0,49427.0,0.22275274647459892,5.08252427184466
ANTIOQUIA,2021-03-01,2021-03,2021-03,218.0,28.0,50831.0,11748.0,2021-03,1.0,1.0,931.0,456.0,2021-03,10.0,10.0,266.0,265.0,11027.0,49634.0,0.22216625700124915,7.785714285714286
ANTIOQUIA,2021-04-01,2021-04,2021-04,126.0,17.0,50957.0,11765.0,2021-04,1.0,1.0,932.0,457.0,2021-04,9.0,9.0,275.0,274.0,11034.0,49750.0,0.2217889447236181,7.411764705882353
ANTIOQUIA,2021-05-01,2021-05,2021-05,185.0,28.0,51142.0,11793.0,2021-05,1.0,1.0,933.0,458.0,2021-05,12.0,11.0,287.0,285.0,11050.0,49922.0,0.22134529866591884,6.607142857142857
ANTIOQUIA,2021-06-01,2021-06,2021-06,97.0,13.0,51239.0,11806.0,2021-06,7.0,4.0,940.0,462.0,2021-06,11.0,9.0,298.0,294.0,11050.0,50001.0,0.22099558008839823,7.461538461538462
ANTIOQUIA,2021-07-01,2021-07,2021-07,620.0,126.0,51859.0,11932.0,2021-07,2.0,1.0,942.0,463.0,2021-07,12.0,12.0,310.0,306.0,11163.0,50607.0,0.2205821329065149,4.920634920634921
ANTIOQUIA,2021-08-01,2021-08,2021-08,124.0,20.0,51983.0,11952.0,2021-08,1.0,1.0,943.0,464.0,2021-08,13.0,13.0,323.0,319.0,11169.0,50717.0,0.22022201628645227,6.2
ANTIOQUIA,2021-09-01,2021-09,2021-09,1276.0,240.0,53259.0,12192.0,2021-09,4.0,2.0,947.0,466.0,2021-09,7.0,7.0,330.0,326.0,11400.0,51982.0,0.2193066830826055,5.316666666666666
ANTIOQUIA,2021-10-01,2021-10,2021-10,202.0,37.0,53461.0,12229.0,2021-10,6.0,5.0,953.0,471.0,2021-10,15.0,15.0,345.0,341.0,11417.0,52163.0,0.21887161397925733,5.45945945945946
ANTIOQUIA,2021-11-01,2021-11,2021-11,267.0,48.0,53728.0,12277.0,2021-11,6.0,5.0,959.0,476.0,2021-11,6.0,6.0,351.0,347.0,11454.0,52418.0,0.21851272463657523,5.5625
ANTIOQUIA,2021-12-01,2021-12,2021-12,173.0,29.0,53901.0,12306.0,2021-12,1.0,1.0,960.0,477.0,2021-12,11.0,10.0,362.0,357.0,11472.0,52579.0,0.21818596778181404,5.9655172413793105
ANTIOQUIA,2022-01-01,2022-01,2022-01,682.0,130.0,54583.0,12436.0,2022-01,5.0,5.0,965.0,482.0,2022-01,9.0,9.0,371.0,366.0,11588.0,53247.0,0.2176272841662441,5.246153846153846
ANTIOQUIA,2022-02-01,2022-02,2022-02,193.0,24.0,54776.0,12460.0,2022-02,9.0,6.0,974.0,488.0,2022-02,4.0,4.0,375.0,370.0,11602.0,53427.0,0.21715611956501393,8.041666666666666
ANTIOQUIA,2022-03-01,2022-03,2022-03,52.0,6.0,54828.0,12466.0,2022-03,10.0,6.0,984.0,494.0,2022-03,4.0,4.0,379.0,374.0,11598.0,53465.0,0.21692696156363978,8.666666666666666
CAQUETA,2015-01-01,2015-01,2015-01,1173.0,206.0,1173.0,206.0,,0.0,0.0,,,,0.0,0.0,,,,,,5.694174757281553
CAQUETA,2015-02-01,2015-02,2015-02,487.0,60.0,1660.0,266.0,2015-02,1.0,1.0,1.0,1.0,,0.0,0.0,,,,,,8.116666666666667
CAQUETA,2015-03-01,2015-03,2015-03,501.0,56.0,2161.0,322.0,2015-03,2.0,2.0,3.0,3.0,,0.0,0.0,,,,,,8.946428571428571
CAQUETA,2015-04-01,2015-04,2015-04,187.0,19.0,2348.0,341.0,,0.0,0.0,,,,0.0,0.0,,,,,,9.842105263157896
CAQUETA,2015-05-01,2015-05,2015-05,334.0,40.0,2682.0,381.0,2015-05,1.0,1.0,4.0,4.0,,0.0,0.0,,,,,,8.35
CAQUETA,2015-06-01,2015-06,2015-06,196.0,34.0,2878.0,415.0,,0.0,0.0,,,,0.0,0.0,,,,,,5.764705882352941
CAQUETA,2015-07-01,2015-07,2015-07,465.0,55.0,3343.0,470.0,,0.0,0.0,,,,0.0,0.0,,,,,,8.454545454545455
CAQUETA,2015-08-01,2015-08,2015-08,431.0,47.0,3774.0,517.0,2015-08,2.0,2.0,6.0,6.0,,0.0,0.0,,,,,,9.170212765957446
CAQUETA,2015-09-01,2015-09,2015-09,349.0,50.0,4123.0,567.0,2015-09,3.0,3.0,9.0,9.0,2015-09,1.0,1.0,1.0,1.0,557.0,4113.0,0.13542426452710918,6.98
CAQUETA,2015-10-01,2015-10,2015-10,277.0,33.0,4400.0,600.0,2015-10,1.0,1.0,10.0,10.0,2015-10,1.0,1.0,2.0,2.0,588.0,4388.0,0.1340018231540565,8.393939393939394
CAQUETA,2015-11-01,2015-11,2015-11,273.0,31.0,4673.0,631.0,2015-11,2.0,2.0,12.0,12.0,,0.0,0.0,,,,,,8.806451612903226
CAQUETA,2015-12-01,2015-12,2015-12,489.0,61.0,5162.0,692.0,2015-12,1.0,1.0,13.0,13.0,,0.0,0.0,,,,,,8.01639344262295
CAQUETA,2016-01-01,2016-01,2016-01,202.0,29.0,5364.0,721.0,2016-01,3.0,3.0,16.0,16.0,,0.0,0.0,,,,,,6.9655172413793105
CAQUETA,2016-02-01,2016-02,2016-02,237.0,29.0,5601.0,750.0,2016-02,5.0,3.0,21.0,19.0,,0.0,0.0,,,,,,8.172413793103448
CAQUETA,2016-03-01,2016-03,2016-03,435.0,56.0,6036.0,806.0,2016-03,9.0,5.0,30.0,24.0,2016-03,1.0,1.0,3.0,3.0,779.0,6003.0,0.12976844910877894,7.767857142857143
CAQUETA,2016-04-01,2016-04,2016-04,267.0,32.0,6303.0,838.0,2016-04,2.0,2.0,32.0,26.0,,0.0,0.0,,,,,,8.34375
CAQUETA,2016-05-01,2016-05,2016-05,525.0,65.0,6828.0,903.0,2016-05,2.0,2.0,34.0,28.0,2016-05,1.0,1.0,4.0,4.0,871.0,6790.0,0.12827687776141383,8.076923076923077
CAQUETA,2016-06-01,2016-06,2016-06,305.0,39.0,7133.0,942.0,2016-06,4.0,4.0,38.0,32.0,2016-06,3.0,3.0,7.0,7.0,903.0,7088.0,0.12739841986455983,7.82051282051282
CAQUETA,2016-07-01,2016-07,2016-07,406.0,46.0,7539.0,988.0,2016-07,1.0,1.0,39.0,33.0,2016-07,1.0,1.0,8.0,8.0,947.0,7492.0,0.12640149492792313,8.826086956521738
CAQUETA,2016-08-01,2016-08,2016-08,413.0,48.0,7952.0,1036.0,2016-08,4.0,3.0,43.0,36.0,,0.0,0.0,,,,,,8.604166666666666
CAQUETA,2016-09-01,2016-09,2016-09,349.0,37.0,8301.0,1073.0,2016-09,2.0,2.0,45.0,38.0,2016-09,1.0,1.0,9.0,9.0,1026.0,8247.0,0.1244088759548927,9.432432432432432
CAQUETA,2016-10-01,2016-10,2016-10,280.0,30.0,8581.0,1103.0,2016-10,1.0,1.0,46.0,39.0,2016-10,1.0,1.0,10.0,10.0,1054.0,8525.0,0.12363636363636364,9.333333333333334
CAQUETA,2016-11-01,2016-11,2016-11,229.0,26.0,8810.0,1129.0,2016-11,8.0,6.0,54.0,45.0,2016-11,2.0,2.0,12.0,12.0,1072.0,8744.0,0.12259835315645014,8.807692307692308
CAQUETA,2016-12-01,2016-12,2016-12,232.0,27.0,9042.0,1156.0,2016-12,1.0,1.0,55.0,46.0,2016-12,2.0,2.0,14.0,14.0,1096.0,8973.0,0.12214421040900479,8.592592592592593
CAQUETA,2017-01-01,2017-01,2017-01,64.0,8.0,9106.0,1164.0,2017-01,2.0,1.0,57.0,47.0,2017-01,2.0,2.0,16.0,16.0,1101.0,9033.0,0.12188641647293258,8.0
CAQUETA,2017-02-01,2017-02,2017-02,392.0,45.0,9498.0,1209.0,2017-02,2.0,2.0,59.0,49.0,2017-02,2.0,2.0,18.0,18.0,1142.0,9421.0,0.1212185542935994,8.71111111111111
CAQUETA,2017-03-01,2017-03,2017-03,481.0,54.0,9979.0,1263.0,2017-03,1.0,1.0,60.0,50.0,2017-03,1.0,1.0,19.0,19.0,1194.0,9900.0,0.1206060606060606,8.907407407407407
CAQUETA,2017-04-01,2017-04,2017-04,850.0,94.0,10829.0,1357.0,2017-04,2.0,2.0,62.0,52.0,2017-04,2.0,2.0,21.0,21.0,1284.0,10746.0,0.11948632049134561,9.042553191489361
CAQUETA,2017-05-01,2017-05,2017-05,516.0,56.0,11345.0,1413.0,2017-05,8.0,3.0,70.0,55.0,,0.0,0.0,,,,,,9.214285714285714
CAQUETA,2017-06-01,2017-06,2017-06,433.0,49.0,11778.0,1462.0,2017-06,1.0,1.0,71.0,56.0,2017-06,3.0,3.0,24.0,24.0,1382.0,11683.0,0.11829153470855089,8.83673469387755
CAQUETA,2017-07-01,2017-07,2017-07,413.0,42.0,12191.0,1504.0,2017-07,2.0,2.0,73.0,58.0,2017-07,3.0,3.0,27.0,27.0,1419.0,12091.0,0.11736001984947482,9.833333333333334
CAQUETA,2017-08-01,2017-08,2017-08,818.0,86.0,13009.0,1590.0,,0.0,0.0,,,2017-08,1.0,1.0,28.0,28.0,,,,9.511627906976743
CAQUETA,2017-09-01,2017-09,2017-09,520.0,56.0,13529.0,1646.0,2017-09,2.0,2.0,75.0,60.0,2017-09,2.0,2.0,30.0,30.0,1556.0,13424.0,0.11591179976162097,9.285714285714286
CAQUETA,2017-10-01,2017-10,2017-10,588.0,63.0,14117.0,1709.0,2017-10,4.0,2.0,79.0,62.0,2017-10,5.0,5.0,35.0,35.0,1612.0,14003.0,0.11511818895950868,9.333333333333334
CAQUETA,2017-11-01,2017-11,2017-11,521.0,54.0,14638.0,1763.0,,0.0,0.0,,,,0.0,0.0,,,,,,9.648148148148149
CAQUETA,2017-12-01,2017-12,2017-12,472.0,52.0,15110.0,1815.0,2017-12,5.0,4.0,84.0,66.0,2017-12,2.0,2.0,37.0,37.0,1712.0,14989.0,0.11421709253452532,9.076923076923077
CAQUETA,2018-01-01,2018-01,2018-01,553.0,66.0,15663.0,1881.0,2018-01,5.0,4.0,89.0,70.0,2018-01,2.0,2.0,39.0,39.0,1772.0,15535.0,0.11406501448342453,8.378787878787879
CAQUETA,2018-02-01,2018-02,2018-02,641.0,66.0,16304.0,1947.0,2018-02,3.0,1.0,92.0,71.0,2018-02,3.0,3.0,42.0,42.0,1834.0,16170.0,0.11341991341991342,9.712121212121213
CAQUETA,2018-03-01,2018-03,2018-03,632.0,68.0,16936.0,2015.0,2018-03,2.0,2.0,94.0,73.0,2018-03,5.0,5.0,47.0,47.0,1895.0,16795.0,0.11283119976183388,9.294117647058824
CAQUETA,2018-04-01,2018-04,2018-04,677.0,69.0,17613.0,2084.0,2018-04,2.0,2.0,96.0,75.0,,0.0,0.0,,,,,,9.81159420289855
CAQUETA,2018-05-01,2018-05,2018-05,708.0,77.0,18321.0,2161.0,2018-05,3.0,3.0,99.0,78.0,2018-05,2.0,2.0,49.0,49.0,2034.0,18173.0,0.11192428327738953,9.194805194805195
CAQUETA,2018-06-01,2018-06,2018-06,659.0,75.0,18980.0,2236.0,2018-06,6.0,5.0,105.0,83.0,2018-06,2.0,2.0,51.0,51.0,2102.0,18824.0,0.11166595835104122,8.786666666666667
CAQUETA,2018-07-01,2018-07,2018-07,537.0,60.0,19517.0,2296.0,2018-07,8.0,5.0,113.0,88.0,2018-07,4.0,4.0,55.0,55.0,2153.0,19349.0,0.11127190035660757,8.95
CAQUETA,2018-08-01,2018-08,2018-08,657.0,74.0,20174.0,2370.0,2018-08,6.0,5.0,119.0,93.0,2018-08,4.0,4.0,59.0,59.0,2218.0,19996.0,0.11092218443688738,8.878378378378379
CAQUETA,2018-09-01,2018-09,2018-09,510.0,58.0,20684.0,2428.0,2018-09,4.0,4.0,123.0,97.0,2018-09,6.0,6.0,65.0,65.0,2266.0,20496.0,0.11055815768930523,8.793103448275861
CAQUETA,2018-10-01,2018-10,2018-10,681.0,79.0,21365.0,2507.0,2018-10,4.0,2.0,127.0,99.0,2018-10,7.0,7.0,72.0,72.0,2336.0,21166.0,0.11036568080884437,8.620253164556962
CAQUETA,2018-11-01,2018-11,2018-11,618.0,69.0,21983.0,2576.0,2018-11,16.0,7.0,143.0,106.0,2018-11,5.0,5.0,77.0,77.0,2393.0,21763.0,0.10995726692092082,8.956521739130435
CAQUETA,2018-12-01,2018-12,2018-12,188.0,22.0,22171.0,2598.0,2018-12,10.0,6.0,153.0,112.0,2018-12,3.0,3.0,80.0,80.0,2406.0,21938.0,0.10967271401221625,8.545454545454545
CAQUETA,2019-01-01,2019-01,2019-01,163.0,17.0,22334.0,2615.0,2019-01,3.0,3.0,156.0,115.0,2019-01,4.0,4.0,84.0,84.0,2416.0,22094.0,0.10935095501041006,9.588235294117647
CAQUETA,2019-02-01,2019-02,2019-02,201.0,22.0,22535.0,2637.0,2019-02,2.0,2.0,158.0,117.0,2019-02,2.0,2.0,86.0,86.0,2434.0,22291.0,0.10919205060338254,9.136363636363637
CAQUETA,2019-03-01,2019-03,2019-03,204.0,24.0,22739.0,2661.0,,0.0,0.0,,,2019-03,3.0,3.0,89.0,89.0,,,,8.5
CAQUETA,2019-04-01,2019-04,2019-04,90.0,11.0,22829.0,2672.0,2019-04,4.0,3.0,162.0,120.0,2019-04,2.0,2.0,91.0,91.0,2461.0,22576.0,0.10900956768249469,8.181818181818182
