,Sucursal,Rango_Edad,Fechas,Year_Month,FCC_y_m,Count_CCont,FR_y_m,Count_Ret,FS_y_m,Count_Sin,CumSum_CCont,CumSum_Ret,CumSum_Sin,Pop_Actual,Pop_SinRetiros,Proporcion_Siniestros,Year,Month
8700,HUILA,mas_100,2020-01-01,2020-01,,0.0,,0.0,,0.0,9.0,0.0,1.0,9.0,9.0,0.0,2020,1
8701,HUILA,mas_100,2020-02-01,2020-02,,0.0,,0.0,,0.0,9.0,0.0,1.0,9.0,9.0,0.0,2020,2
8702,HUILA,mas_100,2020-03-01,2020-03,,0.0,,0.0,,0.0,9.0,0.0,1.0,9.0,9.0,0.0,2020,3
8703,HUILA,mas_100,2020-04-01,2020-04,,0.0,,0.0,,0.0,9.0,0.0,1.0,9.0,9.0,0.0,2020,4
8704,HUILA,mas_100,2020-05-01,2020-05,,0.0,,0.0,,0.0,9.0,0.0,1.0,9.0,9.0,0.0,2020,5
8705,HUILA,mas_100,2020-06-01,2020-06,,0.0,,0.0,,0.0,9.0,0.0,1.0,9.0,9.0,0.0,2020,6
8706,HUILA,mas_100,2020-07-01,2020-07,,0.0,,0.0,,0.0,9.0,0.0,1.0,9.0,9.0,0.0,2020,7
8707,HUILA,mas_100,2020-08-01,2020-08,,0.0,,0.0,,0.0,9.0,0.0,1.0,9.0,9.0,0.0,2020,8
8708,HUILA,mas_100,2020-09-01,2020-09,,0.0,,0.0,,0.0,9.0,0.0,1.0,9.0,9.0,0.0,2020,9
8709,HUILA,mas_100,2020-10-01,2020-10,,0.0,,0.0,2020-10,1.0,9.0,0.0,2.0,8.0,9.0,0.1111111111111111,2020,10
8710,HUILA,mas_100,2020-11-01,2020-11,,0.0,,0.0,,0.0,9.0,0.0,2.0,9.0,9.0,0.0,2020,11
8711,HUILA,mas_100,2020-12-01,2020-12,,0.0,,0.0,,0.0,9.0,0.0,2.0,9.0,9.0,0.0,2020,12
8712,HUILA,mas_100,2021-01-01,2021-01,,0.0,,0.0,,0.0,9.0,0.0,2.0,9.0,9.0,0.0,2021,1
8713,HUILA,mas_100,2021-02-01,2021-02,,0.0,,0.0,,0.0,9.0,0.0,2.0,9.0,9.0,0.0,2021,2
8714,HUILA,mas_100,2021-03-01,2021-03,,0.0,,0.0,,0.0,9.0,0.0,2.0,9.0,9.0,0.0,2021,3
8715,HUILA,mas_100,2021-04-01,2021-04,,0.0,,0.0,,0.0,9.0,0.0,2.0,9.0,9.0,0.0,2021,4
8716,HUILA,mas_100,2021-05-01,2021-05,,0.0,,0.0,,0.0,9.0,0.0,2.0,9.0,9.0,0.0,2021,5
8717,HUILA,mas_100,2021-06-01,2021-06,,0.0,,0.0,,0.0,9.0,0.0,2.0,9.0,9.0,0.0,2021,6
8718,HUILA,mas_100,2021-07-01,2021-07,,0.0,,0.0,,0.0,9.0,0.0,2.0,9.0,9.0,0.0,2021,7
8719,HUILA,mas_100,2021-08-01,2021-08,,0.0,,0.0,,0.0,9.0,0.0,2.0,9.0,9.0,0.0,2021,8
8720,HUILA,mas_100,2021-09-01,2021-09,,0.0,,0.0,,0.0,9.0,0.0,2.0,9.0,9.0,0.0,2021,9
8721,HUILA,mas_100,2021-10-01,2021-10,,0.0,,0.0,,0.0,9.0,0.0,2.0,9.0,9.0,0.0,2021,10
8722,HUILA,mas_100,2021-11-01,2021-11,,0.0,,0.0,,0.0,9.0,0.0,2.0,9.0,9.0,0.0,2021,11
8723,HUILA,mas_100,2021-12-01,2021-12,,0.0,,0.0,,0.0,9.0,0.0,2.0,9.0,9.0,0.0,2021,12
8724,HUILA,mas_100,2022-01-01,2022-01,,0.0,,0.0,,0.0,9.0,0.0,2.0,9.0,9.0,0.0,2022,1
8725,HUILA,mas_100,2022-02-01,2022-02,,0.0,,0.0,,0.0,9.0,0.0,2.0,9.0,9.0,0.0,2022,2
8726,HUILA,mas_100,2022-03-01,2022-03,,0.0,,0.0,,0.0,9.0,0.0,2.0,9.0,9.0,0.0,2022,3
8727,HUILA,mas_100,2022-04-01,2022-04,,0.0,,0.0,,0.0,9.0,0.0,2.0,9.0,9.0,0.0,2022,4
8728,HUILA,mas_100,2022-05-01,2022-05,,0.0,,0.0,,0.0,9.0,0.0,2.0,9.0,9.0,0.0,2022,5
8729,HUILA,mas_100,2022-06-01,2022-06,,0.0,,0.0,,0.0,9.0,0.0,2.0,9.0,9.0,0.0,2022,6
8730,HUILA,m1a,2015-01-01,2015-01,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2015,1
8731,HUILA,m1a,2015-02-01,2015-02,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2015,2
8732,HUILA,m1a,2015-03-01,2015-03,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2015,3
8733,HUILA,m1a,2015-04-01,2015-04,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2015,4
8734,HUILA,m1a,2015-05-01,2015-05,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2015,5
8735,HUILA,m1a,2015-06-01,2015-06,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2015,6
8736,HUILA,m1a,2015-07-01,2015-07,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2015,7
8737,HUILA,m1a,2015-08-01,2015-08,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2015,8
8738,HUILA,m1a,2015-09-01,2015-09,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2015,9
8739,HUILA,m1a,2015-10-01,2015-10,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2015,10
8740,HUILA,m1a,2015-11-01,2015-11,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2015,11
8741,HUILA,m1a,2015-12-01,2015-12,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2015,12
8742,HUILA,m1a,2016-01-01,2016-01,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2016,1
8743,HUILA,m1a,2016-02-01,2016-02,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2016,2
8744,HUILA,m1a,2016-03-01,2016-03,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2016,3
8745,HUILA,m1a,2016-04-01,2016-04,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2016,4
8746,HUILA,m1a,2016-05-01,2016-05,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2016,5
8747,HUILA,m1a,2016-06-01,2016-06,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2016,6
8748,HUILA,m1a,2016-07-01,2016-07,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2016,7
8749,HUILA,m1a,2016-08-01,2016-08,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2016,8
8750,HUILA,m1a,2016-09-01,2016-09,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2016,9
8751,HUILA,m1a,2016-10-01,2016-10,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2016,10
8752,HUILA,m1a,2016-11-01,2016-11,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2016,11
8753,HUILA,m1a,2016-12-01,2016-12,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2016,12
8754,HUILA,m1a,2017-01-01,2017-01,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2017,1
8755,HUILA,m1a,2017-02-01,2017-02,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2017,2
8756,HUILA,m1a,2017-03-01,2017-03,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2017,3
8757,HUILA,m1a,2017-04-01,2017-04,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2017,4
8758,HUILA,m1a,2017-05-01,2017-05,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2017,5
8759,HUILA,m1a,2017-06-01,2017-06,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2017,6
8760,HUILA,m1a,2017-07-01,2017-07,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2017,7
8761,HUILA,m1a,2017-08-01,2017-08,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2017,8
8762,HUILA,m1a,2017-09-01,2017-09,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2017,9
8763,HUILA,m1a,2017-10-01,2017-10,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2017,10
8764,HUILA,m1a,2017-11-01,2017-11,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2017,11
8765,HUILA,m1a,2017-12-01,2017-12,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2017,12
8766,HUILA,m1a,2018-01-01,2018-01,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2018,1
8767,HUILA,m1a,2018-02-01,2018-02,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2018,2
8768,HUILA,m1a,2018-03-01,2018-03,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2018,3
8769,HUILA,m1a,2018-04-01,2018-04,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2018,4
8770,HUILA,m1a,2018-05-01,2018-05,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2018,5
8771,HUILA,m1a,2018-06-01,2018-06,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2018,6
8772,HUILA,m1a,2018-07-01,2018-07,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2018,7
8773,HUILA,m1a,2018-08-01,2018-08,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2018,8
8774,HUILA,m1a,2018-09-01,2018-09,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2018,9
8775,HUILA,m1a,2018-10-01,2018-10,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2018,10
8776,HUILA,m1a,2018-11-01,2018-11,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2018,11
8777,HUILA,m1a,2018-12-01,2018-12,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2018,12
8778,HUILA,m1a,2019-01-01,2019-01,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2019,1
8779,HUILA,m1a,2019-02-01,2019-02,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2019,2
8780,HUILA,m1a,2019-03-01,2019-03,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2019,3
8781,HUILA,m1a,2019-04-01,2019-04,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2019,4
8782,HUILA,m1a,2019-05-01,2019-05,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2019,5
8783,HUILA,m1a,2019-06-01,2019-06,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2019,6
8784,HUILA,m1a,2019-07-01,2019-07,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2019,7
8785,HUILA,m1a,2019-08-01,2019-08,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2019,8
8786,HUILA,m1a,2019-09-01,2019-09,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2019,9
8787,HUILA,m1a,2019-10-01,2019-10,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2019,10
8788,HUILA,m1a,2019-11-01,2019-11,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2019,11
8789,HUILA,m1a,2019-12-01,2019-12,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2019,12
8790,HUILA,m1a,2020-01-01,2020-01,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2020,1
8791,HUILA,m1a,2020-02-01,2020-02,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2020,2
8792,HUILA,m1a,2020-03-01,2020-03,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2020,3
8793,HUILA,m1a,2020-04-01,2020-04,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2020,4
8794,HUILA,m1a,2020-05-01,2020-05,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2020,5
8795,HUILA,m1a,2020-06-01,2020-06,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2020,6
8796,HUILA,m1a,2020-07-01,2020-07,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2020,7
8797,HUILA,m1a,2020-08-01,2020-08,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2020,8
8798,HUILA,m1a,2020-09-01,2020-09,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2020,9
8799,HUILA,m1a,2020-10-01,2020-10,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2020,10
8800,HUILA,m1a,2020-11-01,2020-11,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2020,11
8801,HUILA,m1a,2020-12-01,2020-12,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2020,12
8802,HUILA,m1a,2021-01-01,2021-01,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2021,1
8803,HUILA,m1a,2021-02-01,2021-02,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2021,2
8804,HUILA,m1a,2021-03-01,2021-03,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2021,3
8805,HUILA,m1a,2021-04-01,2021-04,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2021,4
8806,HUILA,m1a,2021-05-01,2021-05,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2021,5
8807,HUILA,m1a,2021-06-01,2021-06,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2021,6
8808,HUILA,m1a,2021-07-01,2021-07,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2021,7
8809,HUILA,m1a,2021-08-01,2021-08,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2021,8
8810,HUILA,m1a,2021-09-01,2021-09,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2021,9
8811,HUILA,m1a,2021-10-01,2021-10,2021-10,1.0,,0.0,,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2021,10
8812,HUILA,m1a,2021-11-01,2021-11,,0.0,,0.0,,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2021,11
8813,HUILA,m1a,2021-12-01,2021-12,,0.0,,0.0,,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2021,12
8814,HUILA,m1a,2022-01-01,2022-01,,0.0,,0.0,,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2022,1
8815,HUILA,m1a,2022-02-01,2022-02,,0.0,,0.0,,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2022,2
8816,HUILA,m1a,2022-03-01,2022-03,,0.0,,0.0,,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2022,3
8817,HUILA,m1a,2022-04-01,2022-04,,0.0,,0.0,,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2022,4
8818,HUILA,m1a,2022-05-01,2022-05,,0.0,,0.0,,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2022,5
8819,HUILA,m1a,2022-06-01,2022-06,,0.0,,0.0,,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2022,6
8820,HUILA,NA,2015-01-01,2015-01,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2015,1
8821,HUILA,NA,2015-02-01,2015-02,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2015,2
8822,HUILA,NA,2015-03-01,2015-03,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2015,3
8823,HUILA,NA,2015-04-01,2015-04,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2015,4
8824,HUILA,NA,2015-05-01,2015-05,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2015,5
8825,HUILA,NA,2015-06-01,2015-06,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2015,6
8826,HUILA,NA,2015-07-01,2015-07,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2015,7
8827,HUILA,NA,2015-08-01,2015-08,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2015,8
8828,HUILA,NA,2015-09-01,2015-09,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2015,9
8829,HUILA,NA,2015-10-01,2015-10,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2015,10
8830,HUILA,NA,2015-11-01,2015-11,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2015,11
8831,HUILA,NA,2015-12-01,2015-12,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2015,12
8832,HUILA,NA,2016-01-01,2016-01,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2016,1
8833,HUILA,NA,2016-02-01,2016-02,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2016,2
8834,HUILA,NA,2016-03-01,2016-03,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2016,3
8835,HUILA,NA,2016-04-01,2016-04,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2016,4
8836,HUILA,NA,2016-05-01,2016-05,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2016,5
8837,HUILA,NA,2016-06-01,2016-06,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2016,6
8838,HUILA,NA,2016-07-01,2016-07,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2016,7
8839,HUILA,NA,2016-08-01,2016-08,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2016,8
8840,HUILA,NA,2016-09-01,2016-09,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2016,9
8841,HUILA,NA,2016-10-01,2016-10,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2016,10
8842,HUILA,NA,2016-11-01,2016-11,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2016,11
8843,HUILA,NA,2016-12-01,2016-12,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2016,12
8844,HUILA,NA,2017-01-01,2017-01,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2017,1
8845,HUILA,NA,2017-02-01,2017-02,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2017,2
8846,HUILA,NA,2017-03-01,2017-03,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2017,3
8847,HUILA,NA,2017-04-01,2017-04,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2017,4
8848,HUILA,NA,2017-05-01,2017-05,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2017,5
8849,HUILA,NA,2017-06-01,2017-06,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2017,6
8850,HUILA,NA,2017-07-01,2017-07,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2017,7
8851,HUILA,NA,2017-08-01,2017-08,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2017,8
8852,HUILA,NA,2017-09-01,2017-09,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2017,9
8853,HUILA,NA,2017-10-01,2017-10,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2017,10
8854,HUILA,NA,2017-11-01,2017-11,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2017,11
8855,HUILA,NA,2017-12-01,2017-12,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2017,12
8856,HUILA,NA,2018-01-01,2018-01,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2018,1
8857,HUILA,NA,2018-02-01,2018-02,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2018,2
8858,HUILA,NA,2018-03-01,2018-03,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2018,3
8859,HUILA,NA,2018-04-01,2018-04,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2018,4
8860,HUILA,NA,2018-05-01,2018-05,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2018,5
8861,HUILA,NA,2018-06-01,2018-06,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2018,6
8862,HUILA,NA,2018-07-01,2018-07,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2018,7
8863,HUILA,NA,2018-08-01,2018-08,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2018,8
8864,HUILA,NA,2018-09-01,2018-09,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2018,9
8865,HUILA,NA,2018-10-01,2018-10,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2018,10
8866,HUILA,NA,2018-11-01,2018-11,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2018,11
8867,HUILA,NA,2018-12-01,2018-12,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2018,12
8868,HUILA,NA,2019-01-01,2019-01,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2019,1
8869,HUILA,NA,2019-02-01,2019-02,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2019,2
8870,HUILA,NA,2019-03-01,2019-03,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2019,3
8871,HUILA,NA,2019-04-01,2019-04,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2019,4
8872,HUILA,NA,2019-05-01,2019-05,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2019,5
8873,HUILA,NA,2019-06-01,2019-06,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2019,6
8874,HUILA,NA,2019-07-01,2019-07,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2019,7
8875,HUILA,NA,2019-08-01,2019-08,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2019,8
8876,HUILA,NA,2019-09-01,2019-09,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2019,9
8877,HUILA,NA,2019-10-01,2019-10,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2019,10
8878,HUILA,NA,2019-11-01,2019-11,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2019,11
8879,HUILA,NA,2019-12-01,2019-12,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2019,12
8880,HUILA,NA,2020-01-01,2020-01,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2020,1
8881,HUILA,NA,2020-02-01,2020-02,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2020,2
8882,HUILA,NA,2020-03-01,2020-03,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2020,3
8883,HUILA,NA,2020-04-01,2020-04,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2020,4
8884,HUILA,NA,2020-05-01,2020-05,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2020,5
8885,HUILA,NA,2020-06-01,2020-06,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2020,6
8886,HUILA,NA,2020-07-01,2020-07,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2020,7
8887,HUILA,NA,2020-08-01,2020-08,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2020,8
8888,HUILA,NA,2020-09-01,2020-09,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2020,9
8889,HUILA,NA,2020-10-01,2020-10,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2020,10
8890,HUILA,NA,2020-11-01,2020-11,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2020,11
8891,HUILA,NA,2020-12-01,2020-12,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2020,12
8892,HUILA,NA,2021-01-01,2021-01,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2021,1
8893,HUILA,NA,2021-02-01,2021-02,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2021,2
8894,HUILA,NA,2021-03-01,2021-03,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2021,3
8895,HUILA,NA,2021-04-01,2021-04,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2021,4
8896,HUILA,NA,2021-05-01,2021-05,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2021,5
8897,HUILA,NA,2021-06-01,2021-06,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2021,6
8898,HUILA,NA,2021-07-01,2021-07,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2021,7
8899,HUILA,NA,2021-08-01,2021-08,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2021,8
8900,HUILA,NA,2021-09-01,2021-09,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2021,9
8901,HUILA,NA,2021-10-01,2021-10,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2021,10
8902,HUILA,NA,2021-11-01,2021-11,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2021,11
8903,HUILA,NA,2021-12-01,2021-12,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2021,12
8904,HUILA,NA,2022-01-01,2022-01,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2022,1
8905,HUILA,NA,2022-02-01,2022-02,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2022,2
8906,HUILA,NA,2022-03-01,2022-03,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2022,3
8907,HUILA,NA,2022-04-01,2022-04,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2022,4
8908,HUILA,NA,2022-05-01,2022-05,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2022,5
8909,HUILA,NA,2022-06-01,2022-06,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2022,6
8910,ANTIOQUIA,15-44,2015-01-01,2015-01,2015-01,162.0,,0.0,,0.0,162.0,0.0,0.0,162.0,162.0,0.0,2015,1
